type,organism,dnds
E,S. cerevisiae,0.0922
E,S. cerevisiae,0.0838
E,S. cerevisiae,0.0327
E,S. cerevisiae,0.1586
E,S. cerevisiae,0.0634
E,S. cerevisiae,0.0937
E,S. cerevisiae,0.0794
E,S. cerevisiae,0.1584
E,S. cerevisiae,0.1479
E,S. cerevisiae,0.0753
E,S. cerevisiae,0.0528
E,S. cerevisiae,0.204
E,S. cerevisiae,0.0589
E,S. cerevisiae,0.1196
E,S. cerevisiae,0.039
E,S. cerevisiae,0.2436
E,S. cerevisiae,0.0782
E,S. cerevisiae,0.0421
E,S. cerevisiae,0.2183
E,S. cerevisiae,0.1105
E,S. cerevisiae,0.068
E,S. cerevisiae,0.0938
E,S. cerevisiae,0.114
E,S. cerevisiae,0.14600000000000002
E,S. cerevisiae,0.22405
E,S. cerevisiae,0.1778
E,S. cerevisiae,0.2642
E,S. cerevisiae,0.1104
E,S. cerevisiae,0.15595
E,S. cerevisiae,0.1561
E,S. cerevisiae,0.0946
E,S. cerevisiae,0.0814
E,S. cerevisiae,0.1085
E,S. cerevisiae,0.215
E,S. cerevisiae,0.0767
E,S. cerevisiae,0.1815
E,S. cerevisiae,0.1093
E,S. cerevisiae,0.0345
E,S. cerevisiae,0.1602
E,S. cerevisiae,0.0929
E,S. cerevisiae,0.1064
E,S. cerevisiae,0.223
E,S. cerevisiae,0.1246
E,S. cerevisiae,0.0816
E,S. cerevisiae,0.035
E,S. cerevisiae,0.1486
E,S. cerevisiae,0.1091
E,S. cerevisiae,0.0799
E,S. cerevisiae,0.0598
E,S. cerevisiae,0.1182
E,S. cerevisiae,0.0839
E,S. cerevisiae,0.0584
E,S. cerevisiae,0.0191
E,S. cerevisiae,0.1015
E,S. cerevisiae,0.0464
E,S. cerevisiae,0.0438
E,S. cerevisiae,0.0662
E,S. cerevisiae,0.2096
E,S. cerevisiae,0.2746
E,S. cerevisiae,0.0344
E,S. cerevisiae,0.0642
E,S. cerevisiae,0.037
E,S. cerevisiae,0.17804999999999999
E,S. cerevisiae,0.0453
E,S. cerevisiae,0.0336
E,S. cerevisiae,0.0296
E,S. cerevisiae,0.0442
E,S. cerevisiae,0.1501
E,S. cerevisiae,0.0461
E,S. cerevisiae,0.2185
E,S. cerevisiae,0.0349
E,S. cerevisiae,0.0876
E,S. cerevisiae,0.4366
E,S. cerevisiae,0.1204
E,S. cerevisiae,0.0697
E,S. cerevisiae,0.2369
E,S. cerevisiae,0.0441
E,S. cerevisiae,0.0544
E,S. cerevisiae,0.1111
E,S. cerevisiae,0.0306
E,S. cerevisiae,0.0544
E,S. cerevisiae,0.2747
E,S. cerevisiae,0.0711
E,S. cerevisiae,0.0982
E,S. cerevisiae,0.0552
E,S. cerevisiae,0.063
E,S. cerevisiae,0.0788
E,S. cerevisiae,0.115
E,S. cerevisiae,0.0888
E,S. cerevisiae,0.1385
E,S. cerevisiae,0.1362
E,S. cerevisiae,0.1034
E,S. cerevisiae,0.1747
E,S. cerevisiae,0.03515
E,S. cerevisiae,0.1821
E,S. cerevisiae,0.1552
E,S. cerevisiae,0.1354
E,S. cerevisiae,0.0996
E,S. cerevisiae,0.1579
E,S. cerevisiae,0.2152
E,S. cerevisiae,0.1752
E,S. cerevisiae,0.030449999999999998
E,S. cerevisiae,0.1407
E,S. cerevisiae,0.0453
E,S. cerevisiae,0.2045
NE,S. cerevisiae,0.0705
NE,S. cerevisiae,0.3725
NE,S. cerevisiae,0.1313
NE,S. cerevisiae,0.14385
NE,S. cerevisiae,0.1402
NE,S. cerevisiae,0.1173
NE,S. cerevisiae,0.1815
NE,S. cerevisiae,0.2203
NE,S. cerevisiae,0.0891
NE,S. cerevisiae,0.0788
NE,S. cerevisiae,0.1068
NE,S. cerevisiae,0.2613
NE,S. cerevisiae,0.0778
NE,S. cerevisiae,0.1702
NE,S. cerevisiae,0.0486
NE,S. cerevisiae,0.2194
NE,S. cerevisiae,0.1959
NE,S. cerevisiae,0.1922
NE,S. cerevisiae,0.1922
NE,S. cerevisiae,0.0589
NE,S. cerevisiae,0.0231
NE,S. cerevisiae,0.18835000000000002
NE,S. cerevisiae,0.0794
NE,S. cerevisiae,0.0521
NE,S. cerevisiae,0.0458
NE,S. cerevisiae,0.0794
NE,S. cerevisiae,0.0989
NE,S. cerevisiae,0.108
NE,S. cerevisiae,0.13405
NE,S. cerevisiae,0.1633
NE,S. cerevisiae,0.04735
NE,S. cerevisiae,0.2491
NE,S. cerevisiae,0.0831
NE,S. cerevisiae,0.1616
NE,S. cerevisiae,0.1693
NE,S. cerevisiae,0.06775
NE,S. cerevisiae,0.2666
NE,S. cerevisiae,0.1143
NE,S. cerevisiae,0.0803
NE,S. cerevisiae,0.1885
NE,S. cerevisiae,0.08445
NE,S. cerevisiae,0.1714
NE,S. cerevisiae,0.1819
NE,S. cerevisiae,0.1044
NE,S. cerevisiae,0.0914
NE,S. cerevisiae,0.068
NE,S. cerevisiae,0.092
NE,S. cerevisiae,0.0448
NE,S. cerevisiae,0.0612
NE,S. cerevisiae,0.0969
NE,S. cerevisiae,0.15660000000000002
NE,S. cerevisiae,0.0742
NE,S. cerevisiae,0.1033
NE,S. cerevisiae,0.1364
NE,S. cerevisiae,0.21400000000000002
NE,S. cerevisiae,0.1493
NE,S. cerevisiae,0.0645
NE,S. cerevisiae,0.1252
NE,S. cerevisiae,0.0247
NE,S. cerevisiae,0.0581
NE,S. cerevisiae,0.0622
NE,S. cerevisiae,0.0523
NE,S. cerevisiae,0.1231
NE,S. cerevisiae,0.1753
NE,S. cerevisiae,0.1073
NE,S. cerevisiae,0.12010000000000001
NE,S. cerevisiae,0.1022
NE,S. cerevisiae,0.055
NE,S. cerevisiae,0.0552
NE,S. cerevisiae,0.2666
NE,S. cerevisiae,0.1051
NE,S. cerevisiae,0.0351
NE,S. cerevisiae,0.2003
NE,S. cerevisiae,0.2374
NE,S. cerevisiae,0.1624
NE,S. cerevisiae,0.1549
NE,S. cerevisiae,0.158
NE,S. cerevisiae,0.0412
NE,S. cerevisiae,0.0956
NE,S. cerevisiae,0.18009999999999998
NE,S. cerevisiae,0.1107
NE,S. cerevisiae,0.0702
NE,S. cerevisiae,0.04955
NE,S. cerevisiae,0.1164
NE,S. cerevisiae,0.2073
NE,S. cerevisiae,0.1822
NE,S. cerevisiae,0.0527
NE,S. cerevisiae,0.0903
NE,S. cerevisiae,0.1074
NE,S. cerevisiae,0.0515
NE,S. cerevisiae,0.0608
NE,S. cerevisiae,0.0584
NE,S. cerevisiae,0.1912
NE,S. cerevisiae,0.04215
NE,S. cerevisiae,0.0954
NE,S. cerevisiae,0.0369
NE,S. cerevisiae,0.1776
NE,S. cerevisiae,0.108
NE,S. cerevisiae,0.1956
NE,S. cerevisiae,0.172
NE,S. cerevisiae,0.0645
NE,S. cerevisiae,0.2396
NE,S. cerevisiae,0.1425
NE,S. cerevisiae,0.0862
NE,S. cerevisiae,0.2316
NE,S. cerevisiae,0.0649
NE,S. cerevisiae,0.11754999999999999
NE,S. cerevisiae,0.1131
NE,S. cerevisiae,0.0635
NE,S. cerevisiae,0.0793
NE,S. cerevisiae,0.1687
NE,S. cerevisiae,0.144
NE,S. cerevisiae,0.1004
NE,S. cerevisiae,0.164
NE,S. cerevisiae,0.22
NE,S. cerevisiae,0.0704
NE,S. cerevisiae,0.0547
NE,S. cerevisiae,0.09415
NE,S. cerevisiae,0.1353
NE,S. cerevisiae,0.0842
NE,S. cerevisiae,0.0708
NE,S. cerevisiae,0.1297
NE,S. cerevisiae,0.0614
NE,S. cerevisiae,0.0752
NE,S. cerevisiae,0.0775
NE,S. cerevisiae,0.159
NE,S. cerevisiae,0.0453
NE,S. cerevisiae,0.10264999999999999
NE,S. cerevisiae,0.0782
NE,S. cerevisiae,0.0651
NE,S. cerevisiae,0.0998
NE,S. cerevisiae,0.1574
NE,S. cerevisiae,0.1453
NE,S. cerevisiae,0.3284
NE,S. cerevisiae,0.04645
NE,S. cerevisiae,0.0844
NE,S. cerevisiae,0.1806
NE,S. cerevisiae,0.0835
NE,S. cerevisiae,0.1494
NE,S. cerevisiae,0.51225
NE,S. cerevisiae,0.0776
NE,S. cerevisiae,0.1526
NE,S. cerevisiae,0.07365
NE,S. cerevisiae,0.1426
NE,S. cerevisiae,0.1328
NE,S. cerevisiae,0.1234
NE,S. cerevisiae,0.25865
NE,S. cerevisiae,0.1381
NE,S. cerevisiae,0.0957
NE,S. cerevisiae,0.175
NE,S. cerevisiae,0.1177
NE,S. cerevisiae,0.206
NE,S. cerevisiae,0.0877
NE,S. cerevisiae,0.0485
NE,S. cerevisiae,0.1132
NE,S. cerevisiae,0.5297
NE,S. cerevisiae,0.1837
NE,S. cerevisiae,0.1982
NE,S. cerevisiae,0.1744
NE,S. cerevisiae,0.0877
NE,S. cerevisiae,0.1231
NE,S. cerevisiae,0.1597
NE,S. cerevisiae,0.1348
NE,S. cerevisiae,0.2627
NE,S. cerevisiae,0.0954
NE,S. cerevisiae,0.0331
NE,S. cerevisiae,0.1554
NE,S. cerevisiae,0.1541
NE,S. cerevisiae,0.1718
NE,S. cerevisiae,0.12569999999999998
NE,S. cerevisiae,0.1964
NE,S. cerevisiae,0.0882
NE,S. cerevisiae,0.2406
NE,S. cerevisiae,0.1363
NE,S. cerevisiae,0.1675
NE,S. cerevisiae,0.22394999999999998
NE,S. cerevisiae,0.1219
NE,S. cerevisiae,0.181
NE,S. cerevisiae,0.181
NE,S. cerevisiae,0.0813
NE,S. cerevisiae,0.31395
NE,S. cerevisiae,0.3248
NE,S. cerevisiae,0.0969
NE,S. cerevisiae,0.2989
NE,S. cerevisiae,0.0469
NE,S. cerevisiae,0.0538
NE,S. cerevisiae,0.1834
NE,S. cerevisiae,0.1607
NE,S. cerevisiae,0.0554
NE,S. cerevisiae,0.1569
NE,S. cerevisiae,0.1168
NE,S. cerevisiae,0.0575
NE,S. cerevisiae,0.0137
NE,S. cerevisiae,0.3673
NE,S. cerevisiae,0.1602
NE,S. cerevisiae,0.20045000000000002
NE,S. cerevisiae,0.1524
NE,S. cerevisiae,0.2658
NE,S. cerevisiae,0.1873
NE,S. cerevisiae,0.1743
NE,S. cerevisiae,0.1172
NE,S. cerevisiae,0.1352
NE,S. cerevisiae,0.0565
NE,S. cerevisiae,0.0931
NE,S. cerevisiae,0.0931
NE,S. cerevisiae,0.1352
NE,S. cerevisiae,0.0958
NE,S. cerevisiae,0.1449
NE,S. cerevisiae,0.19265
NE,S. cerevisiae,0.1242
NE,S. cerevisiae,0.1116
NE,S. cerevisiae,0.045950000000000005
NE,S. cerevisiae,0.11954999999999999
NE,S. cerevisiae,0.1841
NE,S. cerevisiae,0.1927
NE,S. cerevisiae,0.0417
NE,S. cerevisiae,0.20545
NE,S. cerevisiae,0.0654
NE,S. cerevisiae,0.2015
NE,S. cerevisiae,0.0986
NE,S. cerevisiae,0.0995
NE,S. cerevisiae,0.1753
NE,S. cerevisiae,0.12475
NE,S. cerevisiae,0.1458
NE,S. cerevisiae,0.1177
NE,S. cerevisiae,0.1498
NE,S. cerevisiae,0.1368
NE,S. cerevisiae,0.1064
NE,S. cerevisiae,0.1304
NE,S. cerevisiae,0.2258
NE,S. cerevisiae,0.096
NE,S. cerevisiae,0.2805
NE,S. cerevisiae,0.1476
NE,S. cerevisiae,0.1476
NE,S. cerevisiae,0.4012
NE,S. cerevisiae,0.0722
NE,S. cerevisiae,0.1236
NE,S. cerevisiae,0.1739
NE,S. cerevisiae,0.1706
NE,S. cerevisiae,0.0731
NE,S. cerevisiae,0.3776
NE,S. cerevisiae,0.15145
NE,S. cerevisiae,0.2473
NE,S. cerevisiae,0.06375
NE,S. cerevisiae,0.0775
NE,S. cerevisiae,0.1843
NE,S. cerevisiae,0.0627
NE,S. cerevisiae,0.09675
NE,S. cerevisiae,0.25205
NE,S. cerevisiae,0.2052
NE,S. cerevisiae,0.0388
NE,S. cerevisiae,0.0843
NE,S. cerevisiae,0.0639
NE,S. cerevisiae,0.0884
NE,S. cerevisiae,0.1656
NE,S. cerevisiae,0.1789
NE,S. cerevisiae,0.1125
NE,S. cerevisiae,0.1069
NE,S. cerevisiae,0.0761
NE,S. cerevisiae,0.33685
NE,S. cerevisiae,0.1301
NE,S. cerevisiae,0.1396
NE,S. cerevisiae,0.0707
NE,S. cerevisiae,0.1389
NE,S. cerevisiae,0.0742
NE,S. cerevisiae,0.3367
NE,S. cerevisiae,0.1066
NE,S. cerevisiae,0.0722
NE,S. cerevisiae,0.0608
NE,S. cerevisiae,0.1419
NE,S. cerevisiae,0.0647
NE,S. cerevisiae,0.0616
NE,S. cerevisiae,0.1371
NE,S. cerevisiae,0.1372
NE,S. cerevisiae,0.1301
NE,S. cerevisiae,0.178
NE,S. cerevisiae,0.2559
NE,S. cerevisiae,0.09315000000000001
NE,S. cerevisiae,0.101
NE,S. cerevisiae,0.2653
NE,S. cerevisiae,0.1288
NE,S. cerevisiae,0.1014
NE,S. cerevisiae,0.1574
NE,S. cerevisiae,0.0787
NE,S. cerevisiae,0.0787
NE,S. cerevisiae,0.1234
NE,S. cerevisiae,0.428
NE,S. cerevisiae,0.1888
NE,S. cerevisiae,0.1266
NE,S. cerevisiae,0.2162
NE,S. cerevisiae,0.0993
NE,S. cerevisiae,0.2243
NE,S. cerevisiae,0.1764
NE,S. cerevisiae,0.0978
NE,S. cerevisiae,0.0653
NE,S. cerevisiae,0.1443
NE,S. cerevisiae,0.2501
NE,S. cerevisiae,0.07780000000000001
NE,S. cerevisiae,0.0819
NE,S. cerevisiae,0.2242
NE,S. cerevisiae,0.191
NE,S. cerevisiae,0.0691
NE,S. cerevisiae,0.07305
NE,S. cerevisiae,0.1572
NE,S. cerevisiae,0.0638
NE,S. cerevisiae,0.1884
NE,S. cerevisiae,0.0658
NE,S. cerevisiae,0.1119
NE,S. cerevisiae,0.1715
NE,S. cerevisiae,0.4174
NE,S. cerevisiae,0.0613
NE,S. cerevisiae,0.1006
NE,S. cerevisiae,0.1817
NE,S. cerevisiae,0.0969
NE,S. cerevisiae,0.2909
NE,S. cerevisiae,0.0759
NE,S. cerevisiae,0.15025
NE,S. cerevisiae,0.15025
NE,S. cerevisiae,0.1866
NE,S. cerevisiae,0.1706
NE,S. cerevisiae,0.1958
NE,S. cerevisiae,0.0726
NE,S. cerevisiae,0.11904999999999999
NE,S. cerevisiae,0.1234
NE,S. cerevisiae,0.1695
NE,S. cerevisiae,0.1269
NE,S. cerevisiae,0.1437
NE,S. cerevisiae,0.1919
NE,S. cerevisiae,0.1588
NE,S. cerevisiae,0.2185
NE,S. cerevisiae,0.0588
NE,S. cerevisiae,0.10335
NE,S. cerevisiae,0.3291
NE,S. cerevisiae,0.1854
NE,S. cerevisiae,0.272
NE,S. cerevisiae,0.2557
NE,S. cerevisiae,0.1022
NE,S. cerevisiae,0.13425
NE,S. cerevisiae,0.2067
NE,S. cerevisiae,0.1344
NE,S. cerevisiae,0.0783
NE,S. cerevisiae,0.1249
NE,S. cerevisiae,0.1912
NE,S. cerevisiae,0.0532
NE,S. cerevisiae,0.0405
NE,S. cerevisiae,0.1392
NE,S. cerevisiae,0.13255
NE,S. cerevisiae,0.0585
NE,S. cerevisiae,0.0312
NE,S. cerevisiae,0.0569
NE,S. cerevisiae,0.0713
NE,S. cerevisiae,0.1627
NE,S. cerevisiae,0.1526
NE,S. cerevisiae,0.1432
NE,S. cerevisiae,0.1867
NE,S. cerevisiae,0.2152
NE,S. cerevisiae,0.1874
NE,S. cerevisiae,0.103
NE,S. cerevisiae,0.128
NE,S. cerevisiae,0.1398
NE,S. cerevisiae,0.3113
NE,S. cerevisiae,0.2014
NE,S. cerevisiae,0.063
NE,S. cerevisiae,0.0792
NE,S. cerevisiae,0.0952
NE,S. cerevisiae,0.1492
NE,S. cerevisiae,0.2147
NE,S. cerevisiae,0.1436
NE,S. cerevisiae,0.1322
NE,S. cerevisiae,0.0614
NE,S. cerevisiae,0.1493
NE,S. cerevisiae,0.181
NE,S. cerevisiae,0.0933
NE,S. cerevisiae,0.1522
NE,S. cerevisiae,0.12425
NE,S. cerevisiae,0.1991
NE,S. cerevisiae,0.2998
NE,S. cerevisiae,0.0596
NE,S. cerevisiae,0.1493
NE,S. cerevisiae,0.2391
NE,S. cerevisiae,0.0548
NE,S. cerevisiae,0.0713
NE,S. cerevisiae,0.1565
NE,S. cerevisiae,0.24514999999999998
NE,S. cerevisiae,0.1527
NE,S. cerevisiae,0.1107
NE,S. cerevisiae,0.2111
NE,S. cerevisiae,0.227
NE,S. cerevisiae,0.1222
NE,S. cerevisiae,0.0215
NE,S. cerevisiae,0.1121
NE,S. cerevisiae,0.1557
NE,S. cerevisiae,0.1593
NE,S. cerevisiae,0.0382
NE,S. cerevisiae,0.1234
NE,S. cerevisiae,0.343
NE,S. cerevisiae,0.085
NE,S. cerevisiae,0.4205
NE,S. cerevisiae,0.0257
NE,S. cerevisiae,0.1477
NE,S. cerevisiae,0.14765
NE,S. cerevisiae,0.0909
NE,S. cerevisiae,0.1353
NE,S. cerevisiae,0.1005
NE,S. cerevisiae,0.1195
NE,S. cerevisiae,0.1709
NE,S. cerevisiae,0.0612
NE,S. cerevisiae,0.0858
NE,S. cerevisiae,0.0534
NE,S. cerevisiae,0.0768
NE,S. cerevisiae,0.3118
NE,S. cerevisiae,0.097
NE,S. cerevisiae,0.1113
NE,S. cerevisiae,0.0544
NE,S. cerevisiae,0.1302
NE,S. cerevisiae,0.0735
NE,S. cerevisiae,0.3049
NE,S. cerevisiae,0.1937
NE,S. cerevisiae,0.1082
NE,S. cerevisiae,0.0294
NE,S. cerevisiae,0.1253
NE,S. cerevisiae,0.1728
NE,S. cerevisiae,0.1061
NE,S. cerevisiae,0.09734999999999999
NE,S. cerevisiae,0.165
NE,S. cerevisiae,0.16945
NE,S. cerevisiae,0.0771
NE,S. cerevisiae,0.145
NE,S. cerevisiae,0.1699
NE,S. cerevisiae,0.1508
NE,S. cerevisiae,0.3226
NE,S. cerevisiae,0.2577
NE,S. cerevisiae,0.26
NE,S. cerevisiae,0.2441
NE,S. cerevisiae,0.2087
NE,S. cerevisiae,0.1794
NE,S. cerevisiae,0.3115
NE,S. cerevisiae,0.2446
NE,S. cerevisiae,0.1576
NE,S. cerevisiae,0.1568
NE,S. cerevisiae,0.2725
NE,S. cerevisiae,0.1138
NE,S. cerevisiae,0.15865
NE,S. cerevisiae,0.2141
NE,S. cerevisiae,0.0429
NE,S. cerevisiae,0.0555
NE,S. cerevisiae,0.0865
NE,S. cerevisiae,0.1359
NE,S. cerevisiae,0.125
NE,S. cerevisiae,0.2204
NE,S. cerevisiae,0.1265
NE,S. cerevisiae,0.1265
NE,S. cerevisiae,0.16185
NE,S. cerevisiae,0.0703
NE,S. cerevisiae,0.0851
NE,S. cerevisiae,0.1112
NE,S. cerevisiae,0.1021
NE,S. cerevisiae,0.1506
NE,S. cerevisiae,0.0723
NE,S. cerevisiae,0.2693
NE,S. cerevisiae,0.1739
NE,S. cerevisiae,0.2534
NE,S. cerevisiae,0.1579
NE,S. cerevisiae,0.1072
NE,S. cerevisiae,0.2927
NE,S. cerevisiae,0.1198
NE,S. cerevisiae,0.1263
NE,S. cerevisiae,0.2501
NE,S. cerevisiae,0.1147
NE,S. cerevisiae,0.1517
NE,S. cerevisiae,0.0957
NE,S. cerevisiae,0.1138
NE,S. cerevisiae,0.06945000000000001
NE,S. cerevisiae,0.157
NE,S. cerevisiae,0.1823
NE,S. cerevisiae,0.07949999999999999
NE,S. cerevisiae,0.1586
NE,S. cerevisiae,0.01425
NE,S. cerevisiae,0.102
NE,S. cerevisiae,0.0132
NE,S. cerevisiae,0.1401
NE,S. cerevisiae,0.2301
NE,S. cerevisiae,0.1167
NE,S. cerevisiae,0.1561
NE,S. cerevisiae,0.1561
NE,S. cerevisiae,0.1217
NE,S. cerevisiae,0.2804
NE,S. cerevisiae,0.1081
NE,S. cerevisiae,0.0368
NE,S. cerevisiae,0.203
NE,S. cerevisiae,0.0406
NE,S. cerevisiae,0.1003
NE,S. cerevisiae,0.0783
NE,S. cerevisiae,0.14655
NE,S. cerevisiae,0.1462
NE,S. cerevisiae,0.0466
NE,S. cerevisiae,0.0929
NE,S. cerevisiae,0.15394999999999998
NE,S. cerevisiae,0.20525
NE,S. cerevisiae,0.1707
NE,S. cerevisiae,0.1138
NE,S. cerevisiae,0.2777
NE,S. cerevisiae,0.2558
NE,S. cerevisiae,0.2844
NE,S. cerevisiae,0.0341
NE,S. cerevisiae,0.2154
NE,S. cerevisiae,0.01425
NE,S. cerevisiae,0.17625000000000002
NE,S. cerevisiae,0.1034
NE,S. cerevisiae,0.1426
NE,S. cerevisiae,0.0132
NE,S. cerevisiae,0.0319
NE,S. cerevisiae,0.0456
NE,S. cerevisiae,0.2111
NE,S. cerevisiae,0.0499
NE,S. cerevisiae,0.2064
NE,S. cerevisiae,0.1534
NE,S. cerevisiae,0.1559
NE,S. cerevisiae,0.2248
NE,S. cerevisiae,0.2822
NE,S. cerevisiae,0.11954999999999999
NE,S. cerevisiae,0.1756
NE,S. cerevisiae,0.08445
NE,S. cerevisiae,0.0885
NE,S. cerevisiae,0.1998
NE,S. cerevisiae,0.1373
NE,S. cerevisiae,0.2067
NE,S. cerevisiae,0.2067
NE,S. cerevisiae,0.0707
NE,S. cerevisiae,0.08315
NE,S. cerevisiae,0.0787
NE,S. cerevisiae,0.0925
NE,S. cerevisiae,0.1317
NE,S. cerevisiae,0.1928
NE,S. cerevisiae,0.23075
NE,S. cerevisiae,0.1036
NE,S. cerevisiae,0.1105
NE,S. cerevisiae,0.0835
NE,S. cerevisiae,0.0835
NE,S. cerevisiae,0.0981
NE,S. cerevisiae,0.0704
NE,S. cerevisiae,0.09415
NE,S. cerevisiae,0.1647
NE,S. cerevisiae,0.1283
NE,S. cerevisiae,0.1645
NE,S. cerevisiae,0.0775
NE,S. cerevisiae,0.3097
NE,S. cerevisiae,0.0802
NE,S. cerevisiae,0.1526
NE,S. cerevisiae,0.1075
NE,S. cerevisiae,0.1951
NE,S. cerevisiae,0.28285
NE,S. cerevisiae,0.1055
NE,S. cerevisiae,0.08795
NE,S. cerevisiae,0.3396
NE,S. cerevisiae,0.0731
NE,S. cerevisiae,0.1766
NE,S. cerevisiae,0.2283
NE,S. cerevisiae,0.1195
NE,S. cerevisiae,0.0542
NE,S. cerevisiae,0.1401
NE,S. cerevisiae,0.1087
NE,S. cerevisiae,0.06
NE,S. cerevisiae,0.2627
NE,S. cerevisiae,0.2751
NE,S. cerevisiae,0.3089
NE,S. cerevisiae,0.1188
NE,S. cerevisiae,0.0331
NE,S. cerevisiae,0.1391
NE,S. cerevisiae,0.2125
NE,S. cerevisiae,0.20745
NE,S. cerevisiae,0.1999
NE,S. cerevisiae,0.16175
NE,S. cerevisiae,0.0701
NE,S. cerevisiae,0.1537
NE,S. cerevisiae,0.0738
NE,S. cerevisiae,0.1249
NE,S. cerevisiae,0.07
NE,S. cerevisiae,0.0574
NE,S. cerevisiae,0.13615
NE,S. cerevisiae,0.2378
NE,S. cerevisiae,0.1554
NE,S. cerevisiae,0.0957
NE,S. cerevisiae,0.1108
NE,S. cerevisiae,0.0522
NE,S. cerevisiae,0.1249
NE,S. cerevisiae,0.2082
NE,S. cerevisiae,0.16415000000000002
NE,S. cerevisiae,0.1844
NE,S. cerevisiae,0.0546
NE,S. cerevisiae,0.0805
NE,S. cerevisiae,0.0817
NE,S. cerevisiae,0.0351
NE,S. cerevisiae,0.0482
NE,S. cerevisiae,0.2423
NE,S. cerevisiae,0.1271
NE,S. cerevisiae,0.2586
NE,S. cerevisiae,0.1383
NE,S. cerevisiae,0.1192
NE,S. cerevisiae,0.0697
NE,S. cerevisiae,0.2159
NE,S. cerevisiae,0.0454
NE,S. cerevisiae,0.1301
NE,S. cerevisiae,0.0859
NE,S. cerevisiae,0.1125
NE,S. cerevisiae,0.1616
NE,S. cerevisiae,0.3704
NE,S. cerevisiae,0.0944
NE,S. cerevisiae,0.218
NE,S. cerevisiae,0.0481
NE,S. cerevisiae,0.1614
NE,S. cerevisiae,0.2536
NE,S. cerevisiae,0.1518
NE,S. cerevisiae,0.1678
NE,S. cerevisiae,0.068
NE,S. cerevisiae,0.08174999999999999
NE,S. cerevisiae,0.0428
NE,S. cerevisiae,0.1793
NE,S. cerevisiae,0.1589
NE,S. cerevisiae,0.1649
NE,S. cerevisiae,0.2831
NE,S. cerevisiae,0.2003
NE,S. cerevisiae,0.0516
NE,S. cerevisiae,0.1392
NE,S. cerevisiae,0.1059
NE,S. cerevisiae,0.1486
NE,S. cerevisiae,0.0612
NE,S. cerevisiae,0.1482
NE,S. cerevisiae,0.0654
NE,S. cerevisiae,0.1638
NE,S. cerevisiae,0.0986
NE,S. cerevisiae,0.0986
NE,S. cerevisiae,0.17945
NE,S. cerevisiae,0.0636
NE,S. cerevisiae,0.0961
NE,S. cerevisiae,0.151
NE,S. cerevisiae,0.1112
NE,S. cerevisiae,0.1789
NE,S. cerevisiae,0.1141
NE,S. cerevisiae,0.09945
NE,S. cerevisiae,0.1422
NE,S. cerevisiae,0.1352
NE,S. cerevisiae,0.2123
NE,S. cerevisiae,0.1572
NE,S. cerevisiae,0.1006
NE,S. cerevisiae,0.1052
NE,S. cerevisiae,0.2344
NE,S. cerevisiae,0.2535
NE,S. cerevisiae,0.16435
NE,S. cerevisiae,0.2239
NE,S. cerevisiae,0.13385
NE,S. cerevisiae,0.1242
NE,S. cerevisiae,0.112
NE,S. cerevisiae,0.22025
NE,S. cerevisiae,0.1581
NE,S. cerevisiae,0.1287
NE,S. cerevisiae,0.2528
NE,S. cerevisiae,0.2039
NE,S. cerevisiae,0.15295
NE,S. cerevisiae,0.30125
NE,S. cerevisiae,0.1143
NE,S. cerevisiae,0.1237
NE,S. cerevisiae,0.3
NE,S. cerevisiae,0.13524999999999998
NE,S. cerevisiae,0.0297
NE,S. cerevisiae,0.1238
NE,S. cerevisiae,0.1291
NE,S. cerevisiae,0.158
NE,S. cerevisiae,0.1431
NE,S. cerevisiae,0.24309999999999998
NE,S. cerevisiae,0.1712
NE,S. cerevisiae,0.1191
NE,S. cerevisiae,0.3388
NE,S. cerevisiae,0.4603
NE,S. cerevisiae,0.1909
NE,S. cerevisiae,0.18405
NE,S. cerevisiae,0.4535
NE,S. cerevisiae,0.0238
NE,S. cerevisiae,0.1322
NE,S. cerevisiae,0.1293
NE,S. cerevisiae,0.0573
NE,S. cerevisiae,0.0569
NE,S. cerevisiae,0.1011
NE,S. cerevisiae,0.1343
NE,S. cerevisiae,0.47785
NE,S. cerevisiae,0.1669
NE,S. cerevisiae,0.0713
NE,S. cerevisiae,0.2074
NE,S. cerevisiae,0.2223
NE,S. cerevisiae,0.14
NE,S. cerevisiae,0.1859
NE,S. cerevisiae,0.1239
NE,S. cerevisiae,0.2835
NE,S. cerevisiae,0.1479
NE,S. cerevisiae,0.1663
NE,S. cerevisiae,0.2142
NE,S. cerevisiae,0.0997
NE,S. cerevisiae,0.1261
NE,S. cerevisiae,0.0925
NE,S. cerevisiae,0.10469999999999999
NE,S. cerevisiae,0.1287
NE,S. cerevisiae,0.17595
NE,S. cerevisiae,0.2725
NE,S. cerevisiae,0.1311
NE,S. cerevisiae,0.1159
NE,S. cerevisiae,0.071
NE,S. cerevisiae,0.2166
NE,S. cerevisiae,0.2124
NE,S. cerevisiae,0.0838
NE,S. cerevisiae,0.2798
NE,S. cerevisiae,0.0885
NE,S. cerevisiae,0.0779
NE,S. cerevisiae,0.15635
NE,S. cerevisiae,0.1381
NE,S. cerevisiae,0.0579
NE,S. cerevisiae,0.1759
NE,S. cerevisiae,0.0495
NE,S. cerevisiae,0.0766
NE,S. cerevisiae,0.0697
NE,S. cerevisiae,0.1407
